 TICKER, NAME, TITLE, YEAR BORN
PSLV,Ms. Kirstin Heath McTaggart,Chief Compliance Officer of Sprott Asset Management LP,1967
PSLV,Mr. Peter J. Hodson CFA,Sr. Portfolio Mang. of Sprott Asset Management LP and Director of sprott Asset Management LP,NA
PTM,"Mr. Frank R. Hallam B.B.A., C.A., CPA","Pres, CEO & Director",1960
PTM,"Mr. Gregory  Blair C.A., CPA",Chief Financial Officer,1977
PTM,Mr. Kresimir  Begic,VP of Corp. Devel.,NA
PTM,Mr. Gabriel  de Wet,Head of Mine Engineering,NA
PTM,Mr. Carlos E. Agueero,Chief Exec. Officer of Metalico Inc and Pres of Metalico Inc,NA
PTM,Ms. Vilma  Fernandez-Maldonado,Corp. Sec.,1963
PTM,Mr. Amjad J. Ali,Project Fin. Advisor & Member of Advisory Board,1944
PVS-PG,"Mr. Edward Charles Kress C.A., CPA, CA, CPA",Pres and Director,NA
PVS-PG,Rachel  Powell,Chief Financial Officer,NA
PVS-PH,"Mr. Edward Charles Kress C.A., CPA, CA, CPA",Pres and Director,NA
PVS-PH,Rachel  Powell,Chief Financial Officer,NA
PVS-PI,"Mr. Edward Charles Kress C.A., CPA, CA, CPA",Pres and Director,NA
PVS-PI,Rachel  Powell,Chief Financial Officer,NA
PWF-PA,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PA,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PA,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PA,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PE,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PE,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PE,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PE,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PF,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PF,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PF,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PF,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PG,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PG,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PG,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PG,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PK,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PK,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PK,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PK,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PL,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PL,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PL,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PL,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PO,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PO,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PO,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PO,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PP,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PP,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PP,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PP,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PQ,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PQ,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PQ,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PQ,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PR,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PR,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PR,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PR,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PS,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PS,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PS,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PS,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PT,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PT,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PT,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PT,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PWF-PZ,Mr. Gregory Dennis Tretiak FCA,Exec. VP & CFO,1956
PWF-PZ,Mr. Robert Jeffrey Orr,"Pres, CEO & Director",1959
PWF-PZ,Mr. Stéphane  Lemay,"VP, Gen. Counsel & Sec.",1968
PWF-PZ,"Mr. Denis  Le Vasseur C.P.A., F.C.A., FCPA, CPA, C.A.",VP & Controller,NA
PXT,Mr. Imad  Mohsen,"Pres, CEO & Director",1974
PXT,Mr. Kenneth G. Pinsky,CFO & Corp. Sec.,1963
PXT,Mr. Eric  Furlan,Chief Operating Officer,NA
PXT,Mr. Michael  Kruchten,Sr. VP of Capital Markets & Corp. Planning,NA
PXT,Mr. Daniel  Ferreiro,Pres of Parex Resources Colombia & Country Mang.,NA
PXT,Mr. Ryan W. Fowler,Sr. VP of Exploration & Bus. Devel.,NA
PXT,Mr. Joshua  Share,Sr. VP of Corp. Services,NA
PXT,Mr. Jeff  Meunier,"VP, New Ventures",NA
PXT,Mr. Cam  Grainger,Controller,NA
PYR,Mr. Photis Peter Pascali Jr.,"Chairman, Pres & CEO",1960
PYR,"Mr. Andre  Mainella C.A., CPA",Chief Financial Officer,NA
PYR,"Mr. Pierre  Carabin MEng, P.Eng.",CTO & Chief Strategist,1969
PYR,Ms. Rodayna  Kafal,"VP of Investor Relations, Communications & Strategic Bus. Devel. and Director",NA
PYR,Ms. Me Sara-Catherine L. Tolszczuk,Corp. Sec.,NA
PYR,Mr. Massimo  Dattilo,VP of Sales,NA
PZA,Ms. Christine  D'Sylva,Chief Financial Officer,NA
PZA,Mr. Philip  Goudreau,Sr. VP of Operations & Devel. - Pizza 73,NA
PZA,Alexander  Sewrattan,Director of Fin.,NA
QBR-A,Mr. Pierre Karl Peladeau,CEO & Pres,1962
QBR-A,Mr. Hugues  Simard,Chief Financial Officer,1967
QBR-A,Ms. Lyne  Robitaille,"Sr. VP of Newspapers, Books & Magazines and Pres & Publisher of Le Journal de Montréal",1963
QBR-A,Mr. Douglas G. Bassett,Chairman of Quebecor-Ontario Media Advisory Board,1941
QBR-A,Mr. Martin  Tremblay,Chief Operating Officer of Sports & Entertainment Group,1976
QBR-A,"Mr. Denis  Sabourin CPA, CA, CPA",VP & Corp. Controller,1961
QBR-A,Mr. Richard  Soly,Pres of Le SuperClub Vidéotron ltée and Pres of Music & Retail Group of Quebecor Media Inc,1938
QBR-A,Mr. Jacques-Hervé  Roubert,CEO & Pres of Nurun Inc,1951
QBR-A,Mr. Pierre  Leaperance,Pres of Quebecor Media Book Group Inc,NA
QBR-A,Mr. Pierre  Marchand,Pres of Music Sector of Archambault Group Inc,NA
QBR-B,Mr. Pierre Karl Peladeau,CEO & Pres,1962
QBR-B,Mr. Hugues  Simard,Chief Financial Officer,1967
QBR-B,Ms. Lyne  Robitaille,"Sr. VP of Newspapers, Books & Magazines and Pres & Publisher of Le Journal de Montréal",1963
QBR-B,Mr. Douglas G. Bassett,Chairman of Quebecor-Ontario Media Advisory Board,1941
QBR-B,Mr. Martin  Tremblay,Chief Operating Officer of Sports & Entertainment Group,1976
QBR-B,"Mr. Denis  Sabourin CPA, CA, CPA",VP & Corp. Controller,1961
QBR-B,Mr. Richard  Soly,Pres of Le SuperClub Vidéotron ltée and Pres of Music & Retail Group of Quebecor Media Inc,1938
QBR-B,Mr. Jacques-Hervé  Roubert,CEO & Pres of Nurun Inc,1951
QBR-B,Mr. Pierre  Leaperance,Pres of Quebecor Media Book Group Inc,NA
QBR-B,Mr. Pierre  Marchand,Pres of Music Sector of Archambault Group Inc,NA
QEC,Mr. Michael Rupert Binnion C.A.,"Pres, CEO & Director",1961
QEC,Mr. Jason  D'Silva,Chief Financial Officer,1974
QEC,"Mr. Peter  Coldham P. Eng., MBA",VP of Engineering & Operations,NA
QEC,Mr. John C. Brodylo,VP of Exploration,1961
QFOR,Mr. Darrell F. Heaps,"Co-Founder, CEO, Pres & Director",1973
QFOR,Ms. Donna  de Winter,CFO & COO,1964
QFOR,Mr. Warren  Faleiro,Chief Technology Officer,NA
QFOR,Sara  Pearson,Director of Investor Relations,NA
QFOR,Ms. Dorothy  Arturi,Chief People Officer,NA
QFOR,Mr. Matt  Twydell,Sr. VP of Client Services,NA
QRC,Mr. Warren Philip  Gilman,Exec. Chairman & CEO,1960
QRC,Mr. Alex  Granger B.Com,Pres & Director,NA
QRC,Ms. Vicki  Cook,Chief Financial Officer,NA
QRC,Monita  Farris,Corp. Sec.,NA
QSP-UN,Mr. Jose E. Cil,Chief Exec. Officer of Restaurant Brands International Inc.,1970
QSP-UN,Mr. Matthew  Dunnigan,Chief Financial Officer of Restaurant Brands International Inc.,1984
QSP-UN,Mr. Joshua  Kobza,Chief Operating Officer of Restaurant Brands International Inc,1987
QSP-UN,Mr. Axel  Schwan,Pres of Tim Hortons Americas - Restaurant Brands International Inc.,1974
QSP-UN,Mr. Sami A. Siddiqui,Pres of Popeyes (?PLK?) Americas - Restaurant Brands International Inc.,1985
QSP-UN,Ms. Jacqueline  Friesner,Chief Accounting Officer & Controller - Restaurant Brands International Inc.,1973
QSP-UN,Ms. Jill M. Granat,Gen. Counsel & Corp. Sec. of Restaurant Brands Intl. Inc.,1966
QSP-UN,Mr. Fernando  Machado,Chief Marketing Officer of Restaurant Brands International Inc.,1975
QSP-UN,Mr. Jeff  Housman,Chief People & Services Officer of Restaurant Brands International Inc,1982
QSP-UN,Mr. David Chan Shear,Pres of International - Restaurant Brands International Inc.,1984
QSR,Mr. Jose E. Cil,Chief Exec. Officer,1970
QSR,Mr. Matthew  Dunnigan,Chief Financial Officer,1984
QSR,Mr. Joshua  Kobza,Chief Operating Officer,1987
QSR,Mr. David Chan Shear,Pres of International,1984
QSR,Mr. Thomas Benjamin Curtis,Pres of Burger King U.S. & Canada,1964
QSR,Mr. Patrick  Doyle,Exec. Chairman,1963
QSR,Ms. Jacqueline  Friesner,Controller & Chief Accounting Officer,1973
QSR,Mr. Stephen  Lichtner,Sr. Director of FP&A & Investor Relations,NA
QSR,Ms. Jill M. Granat,Gen. Counsel & Corp. Sec.,1966
QSR,Mr. Jeff  Housman,Chief People & Services Officer,1982
QTRH,Mr. Bret  Kidd,"Pres, CEO & Director",1968
QTRH,Mr. Prashant R. Watchmaker,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
QTRH,Mr. Rish  Malhotra,CEO & Pres of International Road Dynamics,NA
QTRH,Mr. John H. Karnes Jr.,Chief Financial Officer,1962
QTRH,Mr. Andrew  Parolin,CEO & Pres of WiLAN,NA
QTRH,Mr. Paul  Sunderland,Interim Pres & CEO of VIZIYA,NA
QTRH,Mr. Kevin  Holbert,Pres & CEO of ETC,NA
QTRH,Mr. Paul  Richman,Sr. Advisor to Board of Directors,1943
RAY-A,"Mr. Eric  Boyko CPA, CGA","Co-Founder, Pres, CEO & Non-Independent Director",1970
RAY-A,"Mr. Jean-Pierre  Trahan C.A., CPA",Chief Financial Officer,NA
RAY-A,Mr. Mario  DuBois,Sr. VP & CTO,NA
RAY-A,Mr. Lloyd Perry Feldman,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
RAY-A,Mr. Mathieu  Peloquin,Sr. VP of Marketing & Communications,1971
RAY-A,Mr. Ian S. Lurie,Pres of Radio Operations,NA
RAY-A,Mr. Sebastien  Cote,VP of HR,NA
RAY-A,Mr. Rick  Bergan,Head of Content Distribution - United States,NA
RAY-A,Mr. David  Purdy,Chief Revenue Officer,1966
RAY-A,Mr. Ryan  Fuss,Sr. Vice-Pres of Advter. Sales,NA
RAY-B,"Mr. Eric  Boyko CPA, CGA","Co-Founder, Pres, CEO & Non-Independent Director",1970
RAY-B,"Mr. Jean-Pierre  Trahan C.A., CPA",Chief Financial Officer,NA
RAY-B,Mr. Mario  DuBois,Sr. VP & CTO,NA
RAY-B,Mr. Lloyd Perry Feldman,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
RAY-B,Mr. Mathieu  Peloquin,Sr. VP of Marketing & Communications,1971
RAY-B,Mr. Ian S. Lurie,Pres of Radio Operations,NA
RAY-B,Mr. Sebastien  Cote,VP of HR,NA
RAY-B,Mr. Rick  Bergan,Head of Content Distribution - United States,NA
RAY-B,Mr. David  Purdy,Chief Revenue Officer,1966
RAY-B,Mr. Ryan  Fuss,Sr. Vice-Pres of Advter. Sales,NA
RBA,Ms. Ann M. Fandozzi,CEO & Director,1971
RBA,Mr. James F. Kessler,Pres & COO,1973
RBA,Mr. Baron  Concors,Chief Information Officer,1970
RBA,Ms. Sharon R. Driscoll,Exec. VP & Advisor to the CEO,1962
RBA,Ms. Kari R. Taylor,Chief Revenue Officer,1974
RBA,Mr. David E. Ritchie,Founder and Chairman Emeritus,NA
RBA,Mr. Eric D. Jacobs Esq.,Chief Financial Officer,1967
RBA,Mr. Sameer  Rathod,VP of Investor Relations & Market Intelligence,NA
RBA,Mr. Darren J. Watt,"Sr. VP, Gen. Counsel & Corp. Sec.",1972
RBA,Ian  Malinski,Media Relations Mang.,NA
RBY,Ms. Susan L. Riddell Rose B.Sc.,"Chairman, Pres & CEO",1965
RBY,Mr. Ryan  Shay CFA,"VP of Fin., CFO & Director",NA
RBY,Mr. Marcello M. Rapini,VP of Marketing,NA
RBY,Linda L. McKean,VP of Exploration & Devel.,NA
RCG,"Mr. Kishore K. Kapoor C.A., CPA, CA, CPA","Pres, CEO & Director",1957
RCG,"Mr. Timothy James Wilson C.A., CPA",Chief Financial Officer,NA
RCG,Mr. Scott  Stennett,COO & Director of Operations and Information Technology,NA
RCG,Mr. James  Price,Sr. VP & Head of Investment Strategies,NA
RCG,Mr. Mike  Ankers,Sr. VP and Head of Advisor Experience & Growth,NA
RCG,Mr. Rocco  Colella,MD and Head of Investor & Media Relations,NA
RCG,Mr. Christopher M. Hill,Chief Compliance Officer,NA
RCG,Ms. Krista  Coburn,"MD, Gen. Counsel & Corp. Sec.",NA
RCG,Ms. Natalie  Bisset,Head of Corp. Devel.,NA
RCG,Ms. Lynne  Brejak,Sr. VP & Chief People Officer,NA
RCG-PB,"Mr. Kishore K. Kapoor C.A., CPA, CA, CPA","Pres, CEO & Director",1957
RCG-PB,"Mr. Timothy James Wilson C.A., CPA",Chief Financial Officer,NA
RCG-PB,Mr. Scott  Stennett,COO & Director of Operations and Information Technology,NA
RCG-PB,Mr. James  Price,Sr. VP & Head of Investment Strategies,NA
RCG-PB,Mr. Mike  Ankers,Sr. VP and Head of Advisor Experience & Growth,NA
RCG-PB,Mr. Rocco  Colella,MD and Head of Investor & Media Relations,NA
RCG-PB,Mr. Christopher M. Hill,Chief Compliance Officer,NA
RCG-PB,Ms. Krista  Coburn,"MD, Gen. Counsel & Corp. Sec.",NA
RCG-PB,Ms. Natalie  Bisset,Head of Corp. Devel.,NA
RCG-PB,Ms. Lynne  Brejak,Sr. VP & Chief People Officer,NA
RCH,Mr. Richard  Lord,"CEO, Pres & Exec. Director",NA
RCH,Mr. Antoine  Auclair C.A.,VP & CFO,NA
RCH,Mr. Denis  Gagnon,Vice-Pres of Information Technologies,NA
RCH,Mr. Georges C. Forest,Founder,NA
RCH,Mr. Yannick  Godeau,Mang. of Legal Affairs & Corp. Sec.,NA
RCH,Ms. Marjolaine  Plante,VP of HR,NA
RCI-A,"Mr. Anthony  Staffieri F.C.A., FCA, FCPA","Pres, CEO & Director",1965
RCI-A,Mr. Robert  Depatie,Pres & COO of Home and Bus. Division,1959
RCI-A,Ms. Paulina  Molnar,Sr. VP of Controller & Risk Management,NA
RCI-A,Mr. Glenn A. Brandt,Chief Financial Officer,NA
RCI-A,Mr. Ronald E. McKenzie,Chief Technology & Information Officer,NA
RCI-A,Mr. Mahes S. Wickramasinghe,Chief Admin. Officer,1958
RCI-A,Mr. Paul  Carpino,VP of Investor Relations,NA
RCI-A,Ms. Marisa L. Wyse,Chief Legal Officer & Corp. Sec.,NA
RCI-A,Mr. Bret D. Leech,Chief HR Officer,NA
RCI-A,Ms. Lisa L. Durocher,Exec. VP of Financial & Emerging Services,1967
RCI-B,"Mr. Anthony  Staffieri F.C.A., FCA, FCPA","Pres, CEO & Director",1965
RCI-B,Mr. Robert  Depatie,Pres & COO of Home and Bus. Division,1959
RCI-B,Ms. Paulina  Molnar,Sr. VP of Controller & Risk Management,NA
RCI-B,Mr. Glenn A. Brandt,Chief Financial Officer,NA
RCI-B,Mr. Ronald E. McKenzie,Chief Technology & Information Officer,NA
RCI-B,Mr. Mahes S. Wickramasinghe,Chief Admin. Officer,1958
RCI-B,Mr. Paul  Carpino,VP of Investor Relations,NA
RCI-B,Ms. Marisa L. Wyse,Chief Legal Officer & Corp. Sec.,NA
RCI-B,Mr. Bret D. Leech,Chief HR Officer,NA
RCI-B,Ms. Lisa L. Durocher,Exec. VP of Financial & Emerging Services,1967
REAL,Mr. Jason  Smith,Founder & Exec. Chairman,1975
REAL,Mr. Brian  Lang,CEO & Director,1969
REAL,Mr. William P. M. Herman,Exec. VP & CFO,NA
REAL,Mr. Loren  Cooke,Exec. VP & Pres of Solidifi U.S. Inc.,NA
REAL,Mr. Ryan  Smith,Exec. VP & CTO,NA
REAL,Ms. Lyne Beauregard Fisher,VP of Investor Relations & Corp. Communications,NA
REAL,Mr. Jay  Greenspoon,Gen. Counsel & Corp. Sec.,NA
REAL,Ms. Kim  Montgomery,Exec. VP,NA
REAL,Ms. Colleen  McCafferty,Chief Compliance Officer of Solidifi U.S.,NA
REAX,Mr. Tamir  Poleg,"Co-Founder, Chairman & CEO",1976
REAX,Ms. Michelle  Ressler,CFO & Corp. Sec.,NA
REAX,Mr. Pritesh Ashok Damani,Chief Product Officer of Real Broker LLC,NA
REAX,Mr. Andrew  Kazeniac,Chief Operating Officer,NA
REAX,Mr. Jason  Lee,VP of Capital Markets & Investor Relations,NA
REAX,Ms. Andrea  Madden,Chief Marketing Officer,NA
REAX,Dr. Peter  Nobel,Chief Strategy Officer,1965
REAX,Erinn  Nobel,Chief Culture Officer,NA
REAX,Mr. Eric  Eckardt,Chief Consumer Officer,NA
REAX,Ms. Sheila Kay Dunagan,"VP, Brokerage Operations",NA
REI-UN,Mr. Jonathan  Gitlin,"Pres, CEO & Additional Trustee",1973
REI-UN,Mr. Dennis  Blasutti,Chief Financial Officer,NA
REI-UN,Dr. John  Ballantyne Ph.D.,Chief Operating Officer,NA
REI-UN,Mr. Andrew  Duncan,Chief Investment Officer,NA
REI-UN,Mr. Jeff  Ross,Sr. VP of Leasing & Tenant Construction,NA
REI-UN,Ms. Franca  Smith,Sr. VP of Fin.,NA
REI-UN,Mr. Ryan  Donkers,VP of Investments,NA
REI-UN,Kim  Lee,VP of Investor Relations,NA
REI-UN,Ms. Jennifer  Suess,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
REI-UN,Ms. Terri  Andrianopoulos,Sr. VP of People & Brand,NA
REUN,Mr. Hannan  Fleiman,Co-Founder & Non-Independent Director,1981
REUN,Mr. Mujeeb  Jafferi,CO-Founder & COO,1984
REUN,"Dr. Nathan  Bryson B.Sc., Ph.D.",Chief Scientific Officer,1964
REUN,"Mr. Gregory T. Mayes Esq., J.D.","Pres, CEO & Director",1969
REUN,Mr. Edward F. Smith CPA,Chief Financial Officer,1971
REUN,Mr. Matt  Emmer,Director of Operations & Bus. Devel.,NA
REUN,Curtis  Weber,Gen. Counsel & Corp. Sec.,NA
REUN,Mr. Stephan  Cote,Head of Quality,NA
REUN,Ms. Vicki  Reed,Chief Growth Officer,NA
REUN,"Dr. Michael  Verbora M.B.A., M.D.",Sr. VP & Medical Director,NA
RFP,Mr. Remi G. Lalonde,"Pres, CEO & Director",1977
RFP,Mr. Sylvain A. Girard,Sr. VP & CFO,1971
RFP,Mr. Richard Joseph Tremblay,Sr. VP of Pulp & Paper Operations,1964
RFP,Mr. Hugues  Simon,Pres of Wood Products Division,1971
RFP,Mr. Daniel  Viboux,VP & Chief Accounting Officer,1965
RFP,Ms. Lori  Kilgour,Sr. VP of Process Improvement & Chief Information Officer,1971
RFP,Marianne  Limoges,Treasurer & VP of Investor Relations,NA
RFP,Ms. Stephanie  Leclaire,"Sr. VP of Corp. Affairs, Chief Legal Officer & Corp. Sec.",1970
RFP,Mr. Seth  Kursman,"VP of Corp. Communications, Sustainability & Gov. Affairs",NA
RFP,Mr. Daniel  Ouellet,Sr. VP of HR,1971
RNW,Mr. Todd John Stack,Pres & Corp. Director,1967
RNW,Mr. Brent V. Ward,Chief Financial Officer,NA
RNW,Mr. Aron John Willis,Exec. Vice-Pres of Growth,1975
RNW,Mr. Scott T. Jeffers,VP & Corp. Sec.,NA
RNW,Ms. Sally  Taylor,Mang. of Investor Relations,NA
RNW,Ms. Michelle  Cameron,VP & Corp. Controller,NA
RNW,Chad  Macy,Sr. Environmental Advisor,NA
ROOT,Ms. Meghan  Roach,"Pres, CEO & Director",NA
ROOT,Ms. Mona  Kennedy,Chief Financial Officer,NA
ROOT,Ms. Karuna  Scheinfeld,Chief Product Officer,NA
ROOT,Mr. Kaleb  Honsberger,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
ROOT,Ms. Michelle  Lettner,Sr. VP of HR,NA
RSI,Mr. Michael M. Walton,Pres & CEO,NA
RSI,Mr. Jean-Sebastien  Couillard,"VP of Fin., CFO & Corp. Sec.",NA
RSI,Mr. Patrick  Dionne,"VP of Operations Services, Supply Chain & Sustainability",NA
RSI,Mr. Jean-Francois  Khalil,VP of HR,NA
RSI,Mr. Roderick Terence Kirwan,VP of Sales & Marketing,NA
RSI,Ms. Diana R. Discepola,Director of Fin. - Lantic Inc,NA
RTG,"Ms. Justine Alexandria Magee A.C.A., ACA, B.Com., B.Comm","Pres, CEO & Director",NA
RTG,Mr. Mark Barlow Turner,Chief Operating Officer,1962
RTG,"Mr. Ryan R. Eadie B.Com., C.A.",Interim CFO & Company Sec.,NA
RUS,Mr. John Gregory Reid,"CEO, Pres & Director",1969
RUS,"Mr. Martin Leb Juravsky B.Comm.(Hon), C.A., M.B.A.","Exec. VP, CFO & Sec.",1964
RUS,Mr. Ryan W. MacDermid,VP of Risk Management & Legal,NA
RUS,Ms. Lesley M. S. Coleman,"VP, Controller & Assistant Sec.",NA
RUS,Catherine  Milne,"VP, HR",NA
RUS,Ms. Sherri Lynn McKelvey,Assistant Sec.,NA
RVX,Mr. Donald J. McCaffrey,"Co-Founder, Chairman, Pres, CEO & Sec.",NA
RVX,"Mr. Aaron Bradley Cann C.A., CPA, CA, CPA, CBV",Chief Financial Officer,NA
RVX,Dr. Ewelina  Kulikowski Ph.D.,Chief Scientific Officer,NA
RVX,"Dr. Jan O. Johansson M.D., Ph.D.",Sr. VP of Medical Affairs,NA
RVX,Dr. Michael  Sweeney M.D.,Sr. VP of Clinical Devel.,1961
RVX,Sarah  Zapotichny,Director of Investor Relations & Corp. Communications,NA
RY,Mr. David I. McKay,"Pres, CEO & Director",1963
RY,Mr. Neil  McLaughlin,Group Head of Personal & Commercial Banking,NA
RY,Mr. Douglas Antony Guzman,"Group Head of Wealth Management, Insurance, Investor & Treasury Services",NA
RY,Mr. Derek  Neldner CFA,Group Head & CEO of RBC Capital Markets,NA
RY,Ms. Nadine  Ahn,Chief Financial Officer,1971
RY,Mr. Bruce  Ross,Group Head of Technology & Operations,NA
RY,Ms. Gay  Mitchell,Deputy Chairman of RBC Wealth Management,NA
RY,Mr. Christoph  Knoess,Chief Admin. & Strategy Officer,NA
RY,Mr. Asim  Imran,VP & Head of Investor Relations,NA
RY,Ms. Maria  Douvas,Chief Legal Officer,NA
RY-PJ,Mr. David I. McKay,"Pres, CEO & Director",1963
RY-PJ,Mr. Neil  McLaughlin,Group Head of Personal & Commercial Banking,NA
RY-PJ,Mr. Douglas Antony Guzman,"Group Head of Wealth Management, Insurance, Investor & Treasury Services",NA
RY-PJ,Mr. Derek  Neldner CFA,Group Head & CEO of RBC Capital Markets,NA
RY-PJ,Ms. Nadine  Ahn,Chief Financial Officer,1971
RY-PJ,Mr. Bruce  Ross,Group Head of Technology & Operations,NA
RY-PJ,Ms. Gay  Mitchell,Deputy Chairman of RBC Wealth Management,NA
RY-PJ,Mr. Christoph  Knoess,Chief Admin. & Strategy Officer,NA
RY-PJ,Mr. Asim  Imran,VP & Head of Investor Relations,NA
RY-PJ,Ms. Maria  Douvas,Chief Legal Officer,NA
RY-PM,Mr. David I. McKay,"Pres, CEO & Director",1963
RY-PM,Mr. Neil  McLaughlin,Group Head of Personal & Commercial Banking,NA
RY-PM,Mr. Douglas Antony Guzman,"Group Head of Wealth Management, Insurance, Investor & Treasury Services",NA
RY-PM,Mr. Derek  Neldner CFA,Group Head & CEO of RBC Capital Markets,NA
RY-PM,Ms. Nadine  Ahn,Chief Financial Officer,1971
RY-PM,Mr. Bruce  Ross,Group Head of Technology & Operations,NA
RY-PM,Ms. Gay  Mitchell,Deputy Chairman of RBC Wealth Management,NA
RY-PM,Mr. Christoph  Knoess,Chief Admin. & Strategy Officer,NA
RY-PM,Mr. Asim  Imran,VP & Head of Investor Relations,NA
RY-PM,Ms. Maria  Douvas,Chief Legal Officer,NA
RY-PO,Mr. David I. McKay,"Pres, CEO & Director",1963
RY-PO,Mr. Neil  McLaughlin,Group Head of Personal & Commercial Banking,NA
RY-PO,Mr. Douglas Antony Guzman,"Group Head of Wealth Management, Insurance, Investor & Treasury Services",NA
RY-PO,Mr. Derek  Neldner CFA,Group Head & CEO of RBC Capital Markets,NA
RY-PO,Ms. Nadine  Ahn,Chief Financial Officer,1971
RY-PO,Mr. Bruce  Ross,Group Head of Technology & Operations,NA
RY-PO,Ms. Gay  Mitchell,Deputy Chairman of RBC Wealth Management,NA
RY-PO,Mr. Christoph  Knoess,Chief Admin. & Strategy Officer,NA
RY-PO,Mr. Asim  Imran,VP & Head of Investor Relations,NA
RY-PO,Ms. Maria  Douvas,Chief Legal Officer,NA
RY-PS,Mr. David I. McKay,"Pres, CEO & Director",1963
RY-PS,Mr. Neil  McLaughlin,Group Head of Personal & Commercial Banking,NA
RY-PS,Mr. Douglas Antony Guzman,"Group Head of Wealth Management, Insurance, Investor & Treasury Services",NA
RY-PS,Mr. Derek  Neldner CFA,Group Head & CEO of RBC Capital Markets,NA
