 TICKER, NAME, TITLE, YEAR BORN
CPX,Mr. Brian Tellef Vaasjo,"Pres, CEO & Director",1955
CPX,Ms. Sandra  Haskins,Sr. VP of Fin. & CFO,1959
CPX,Mr. Bryan  DeNeve,Sr. VP of Operations,1965
CPX,Mr. Christopher L. Kopecky,"Sr. VP & Chief Legal, Devel. and Commercial Officer",1972
CPX,Ms. Burness Kathryn Chisholm Icd.D,Sr. VP and Chief Strategy & Sustainability Officer,1963
CPX,Ms. Jacquelyn Marie Pylypiuk,"Sr. VP of People, Culture & Technology",1969
CPX,Mr. Randy  Mah,Sr. Mang. of Investor Relations,NA
CPX,Mr. Steve  Owens,Sr. VP of Construction & Engineering,1964
CPX,Colleen  Legge,Corp. Sec.,NA
CPX-PA,Mr. Brian Tellef Vaasjo,"Pres, CEO & Director",1955
CPX-PA,Ms. Sandra  Haskins,Sr. VP of Fin. & CFO,1959
CPX-PA,Mr. Bryan  DeNeve,Sr. VP of Operations,1965
CPX-PA,Mr. Christopher L. Kopecky,"Sr. VP & Chief Legal, Devel. and Commercial Officer",1972
CPX-PA,Ms. Burness Kathryn Chisholm Icd.D,Sr. VP and Chief Strategy & Sustainability Officer,1963
CPX-PA,Ms. Jacquelyn Marie Pylypiuk,"Sr. VP of People, Culture & Technology",1969
CPX-PA,Mr. Randy  Mah,Sr. Mang. of Investor Relations,NA
CPX-PA,Mr. Steve  Owens,Sr. VP of Construction & Engineering,1964
CPX-PA,Colleen  Legge,Corp. Sec.,NA
CPX-PK,Mr. Brian Tellef Vaasjo,"Pres, CEO & Director",1955
CPX-PK,Ms. Sandra  Haskins,Sr. VP of Fin. & CFO,1959
CPX-PK,Mr. Bryan  DeNeve,Sr. VP of Operations,1965
CPX-PK,Mr. Christopher L. Kopecky,"Sr. VP & Chief Legal, Devel. and Commercial Officer",1972
CPX-PK,Ms. Burness Kathryn Chisholm Icd.D,Sr. VP and Chief Strategy & Sustainability Officer,1963
CPX-PK,Ms. Jacquelyn Marie Pylypiuk,"Sr. VP of People, Culture & Technology",1969
CPX-PK,Mr. Randy  Mah,Sr. Mang. of Investor Relations,NA
CPX-PK,Mr. Steve  Owens,Sr. VP of Construction & Engineering,1964
CPX-PK,Colleen  Legge,Corp. Sec.,NA
CR,Ms. Megan  Clarken,CEO & Director,1967
CR,Ms. Sarah J. S. Glickman,CFO & Principal Accounting Officer,1970
CR,Mr. Ryan  Damon,Exec. VP and Chief Legal & Corp. Affairs Officer,1973
CR,Mr. Diarmuid  Gill,Chief Technology Officer,NA
CR,Ms. Melanie  Dambre,Investor Relations Director,NA
CR,Mr. Brendan  McCarthy,Chief Marketing Officer,NA
CR,Ms. Manuela  Montagnana,Chief People Officer,NA
CR,Mr. Nathalie Bellaiche Liscia,Deputy Managing Director for Publisher Relations,NA
CR,Mr. Edouard  Lassalle,Sr. VP of Market Relations & Capital Markets,NA
CR,Mr. Todd  Parsons,Chief Product Officer,NA
CRDL,"Mr. David G. Elsley M.B.A., MBA","Pres, CEO & Director",NA
CRDL,"Mr. Christopher J. Waddick C.A., C.M.A., CPA, CMA, M.B.A., MBA","CFO, Corp. Sec. & Director",NA
CRDL,Mr. Bernard  Lim B.Sc.,Chief Operating Officer,NA
CRDL,Dr. Andrew Warwick Hamer M.D.,Chief Medical Officer & Head of R&D,1962
CRDL,Trevor  Burns,Investor Relations,NA
CRON,Mr. Michael Ryan Gorenstein J.D.,"Pres, CEO & Chairman",1987
CRON,Ms. Shannon  Buggy,Sr. VP & Global Head of People,1970
CRON,Ms. Anna  Shlimak,Sr. VP of Corp. Affairs & Strategy,1986
CRON,Mr. James  Holm,Chief Financial Officer,NA
CRON,Mr. Carlos  Cortez,"VP, Controller & Principal Accounting Officer",1973
CRON,Mr. Shayne J. Laidlaw,Director of Investor Relations & Strategy,NA
CRON,Mr. Terry Gregory-Joseph Doucet,Sr. VP of Legal & Regulatory Affairs and Corp. Sec.,1990
CRON,Mr. Jeffrey David Jacobson,Chief Growth Officer,1986
CRON,Mr. Arye  Weigensberg,Head of R&D,NA
CRON,Mr. Kevin B Gifford,VP of Fin.,NA
CRP,Mr. Carlos Esteban Paz,"CEO, Pres & Director",NA
CRP,Mr. Blake  Amundson,VP & CFO,NA
CRP,Mr. Patrick  Gathman,VP of Operations,NA
CRP,Mr. Dustin  Clevenger,VP of Strategy & Bus. Devel.,NA
CRP,Ms. Holly  Dammer,VP of HR & Corp. Admin.,NA
CRP,Mr. Glen M. Goldman,"VP, Gen. Counsel & Corp. Sec.",NA
CRP,Mr. Dale  Heide,Managing Director,NA
CRP,Mr. Jeffery  Wildeman,Managing Director,NA
CRP,Mr. Mark  Kucala,"Treasury, Risk & Process Improvement Mang.",NA
CRR-UN,"Mr. Donald E. Clow F.C.A., FCA, FCPA","Pres, CEO & Trustee",1962
CRR-UN,"Mr. Clinton David Keay C.A., CPA, CA, CPA",CFO & Sec.,1966
CRR-UN,Ms. Cheryl  Fraser B.Sc.,Chief Talent Officer & VP of Communications,1958
CRR-UN,Mr. John Thomas Barnoski,Exec. VP of Corp. Devel.,1973
CRR-UN,Mr. Arie  Bitton,Exec. VP of Leasing & Operations,1981
CRR-UN,Ms. Jennifer  Sieber,VP of Investments,NA
CRR-UN,Ms. Kara  Cameron,VP of Accounting & Financial Reporting,NA
CRR-UN,"Ms. Ruth  Martin C.A., CPA",Director of Investor Relations & Financial Analysis,NA
CRR-UN,Mr. Fred J. Santini,Gen. Counsel,NA
CRR-UN,Elizabeth  Engram,Mang. of Marketing & PR,NA
CRRX,Mr. David  Murphy,"Pres, CEO & Director",NA
CRRX,Mr. Andrew  Mok,Chief Financial Officer,NA
CRRX,Mr. Puneet  Khanna,Chief Operating Officer,NA
CRRX,Mr. Paul  Rakowski,"Sr. VP of Corp. Devel., Gen. Counsel, Chief Privacy Officer and Corp. Sec.",NA
CRRX,Ms. Adrianne Sullivan Campeau,Chief People & Culture Officer,NA
CRRX,Mr. Ryan  Stempfle,VP & GM of Western Canada for the Specialty Pharmacy Division,NA
CRT-UN,Mr. Kevin  Salsberg,Pres & CEO,NA
CRT-UN,Ms. Lesley Patricia Gibson CA,Sr. VP & CFO,1971
CRT-UN,Mr. Kenneth  Silver,Strategic Advisor,1959
CRT-UN,Mr. Kanistan  Emmanuvel,Associate VP of Asset Management & Investments,NA
CRT-UN,Ms. Marina  Davies,Associate VP of Investor Relations,NA
CRT-UN,Ms. Kimberley M. Graham,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
CRT-UN,Jane  Shaw,Vice-Pres of Communications,NA
CRT-UN,"Ms. Jodi M. Shpigel MCIP, RPP",Sr. Vice-Pres of Real Estate,1976
CRT-UN,Ms. Andrea  Orzech,Associate Vice-Pres of Investor Relations,NA
CRWN,"Mr. Christopher Allen Johnson C.F.A., CFA","Co-Founder, Pres, CEO & Director",1975
CRWN,"Mr. Michael John Overvelde C.A., C.F.A., CPA, CA",Sr. VP of Fin. & CFO,NA
CRWN,Mr. Christopher  Roberts CPA,Vice-Pres of Operations,NA
CRWN,Mr. Shane  Melanson CPA,Controller,NA
CRWN,"Ms. Daniella  Gan C.A., CPA",VP of Fin.,NA
CRWN,"Mr. Adam  Jenkins C.F.A., P.Eng.",VP,NA
CS,Mr. Darren M. Pylot,Exec. Chair,1968
CS,Mr. Ramanpreet S. Randhawa,CFO & Sr. VP,1978
CS,Ms. Wendy A. King,"Sr. VP of Risk & ESG, Gen. Counsel and Corp. Sec.",1969
CS,"Mr. John F. MacKenzie M.Sc Eng, MBL",CEO & Director,1969
CS,"Mr. Cashel Aran Meagher P. Eng., P.Geo.",Pres & COO,NA
CS,Mr. Peter  Amelunxen,VP of Technical Services,NA
CS,Ms. Kettina  Cordero,Director of Investor Relations & Communications,NA
CS,Mr. Chris H. Richter,Sr. VP of Corp. Devel.,1980
CS,Mr. Jerrold I. Annett,Sr. VP of Strategy & Capital Markets,1971
CS,Mr. Giancarlo  Bruno,Sr. VP & Head of Chile,NA
CSE-PA,Mr. David A. Eva CFA,CEO & Not Independent Director,NA
CSE-PA,Mr. Andrew Michael Kennedy,CFO & Not Independent Director,NA
CSE-PA,Mr. Patrick Michael-Thomas Leitch,Sr. VP of Operations,NA
CSE-PA,Ms. Aileen  Gien,Gen. Counsel & Corp. Sec.,NA
CSH-UN,Mr. Vlad  Volodarski CA,CEO & Trustee,1971
CSH-UN,Ms. Karen  Sullivan,Pres & COO,NA
CSH-UN,Ms. Sheri L. Harris C.A.,Chief Financial Officer,NA
CSH-UN,Mr. Jonathan M. Boulakia,"Chief Investment Officer, Chief Legal Officer & Sec.",NA
CSH-UN,Ms. Brenda  Prieur,VP of HR,NA
CSH-UN,Mr. Frank G. Syer,"Exec. VP, People",NA
CSM,Mr. Barry  Card,Chief Exec. Officer,NA
CSM,"Mr. David Randall Watt C.A, CPA",Chief Financial Officer,NA
CSM,Mr. Neil  Wotton,Chief Operating Officer,NA
CSM,Mr. Murray J. Desrosiers,Sr. VP of Legal & Corp. Devel.,1970
CSM,Ms. Deloris  Hetherington,VP of HR,NA
CSM,Kelly  Siemens,VP of Fin. & Corp. Controlling,NA
CSU,Mr. Mark  Leonard,"Founder, Pres & Director",1956
CSU,Mr. Jamal Nizam Baksh,Chief Financial Officer,NA
CSU,Mr. Damian  McKay,Chief Exec. Officer of Vela Software Group,NA
CSU,Mr. Mark Robert Miller,COO & Director,1963
CSU,Mr. Bernard  Anzarouth,Chief Investment Officer,NA
CSU,Mr. Mark  Dennison,Gen. Counsel & Sec.,NA
CSU,Mr. Dexter  Salna,Director,NA
CSU,Mr. Farley  Noble,Sr. VP of Large Acquisition Group,NA
CSU,Mr. Daan  Dijkhuizen,"Managing Partner,VMS Ventures",NA
CSW-A,Mr. Nicolas  Krantz,"Pres, CEO & Director",1971
CSW-A,Mr. Juan  Alonso,"VP, CFO & Director",1976
CSW-A,Mr. Marc A. Valencia,"Gen. Counsel, Corp. Sec. & VP of Public Affairs",NA
CSW-A,Mr. Mark  Thorne,VP of Sales,NA
CSW-A,Ms. Valerie  Brive-Turtle,"Sr. Director of Communications, PR and S&R",NA
CSW-A,Ms. Caroline  Begley,Vice-Pres of Marketing,NA
CSW-A,Ms. Vanita  Kakkar,Sr. Director of HR,NA
CSW-A,Ron  Hurley,"Head of Supply Chain, Canada",NA
CSW-A,Mr. Douglas  Costantini,Regional Sales Director of Ontario,NA
CSW-B,Mr. Nicolas  Krantz,"Pres, CEO & Director",1971
CSW-B,Mr. Juan  Alonso,"VP, CFO & Director",1976
CSW-B,Mr. Marc A. Valencia,"Gen. Counsel, Corp. Sec. & VP of Public Affairs",NA
CSW-B,Mr. Mark  Thorne,VP of Sales,NA
CSW-B,Ms. Valerie  Brive-Turtle,"Sr. Director of Communications, PR and S&R",NA
CSW-B,Ms. Caroline  Begley,Vice-Pres of Marketing,NA
CSW-B,Ms. Vanita  Kakkar,Sr. Director of HR,NA
CSW-B,Ron  Hurley,"Head of Supply Chain, Canada",NA
CSW-B,Mr. Douglas  Costantini,Regional Sales Director of Ontario,NA
CTC,Mr. Gregory Huber Hicks,"CEO, Pres & Exec. Director",1971
CTC,"Mr. Gregory George Craig C.M.A., CPA",CFO & Exec. VP,1968
CTC,Mr. James R. Christie,"Exec. VP, Strategic Advisor & Gen. Counsel",NA
CTC,Mr. Johnathan Edward Pershing,Exec. VP & Chief HR Officer,NA
CTC,Mr. Aayaz  Pira,Pres of Canadian Tire Financial Services,NA
CTC,Mr. Rex W. Lee,Chief Information & Technology Officer,NA
CTC,Ms. Karen  Keyes,Head of Investor Relations,NA
CTC,Jane  Shaw,Sr. VP of Communications,NA
CTC,Mr. John D. Salt,Sr. VP of Supply Chain,NA
CTC,Mr. Robert  Mongeau,Sr. VP of Real Estate,NA
CTC-A,Mr. Gregory Huber Hicks,"CEO, Pres & Exec. Director",1971
CTC-A,"Mr. Gregory George Craig C.M.A., CPA",CFO & Exec. VP,1968
CTC-A,Mr. James R. Christie,"Exec. VP, Strategic Advisor & Gen. Counsel",NA
CTC-A,Mr. Johnathan Edward Pershing,Exec. VP & Chief HR Officer,NA
CTC-A,Mr. Aayaz  Pira,Pres of Canadian Tire Financial Services,NA
CTC-A,Mr. Rex W. Lee,Chief Information & Technology Officer,NA
CTC-A,Ms. Karen  Keyes,Head of Investor Relations,NA
CTC-A,Jane  Shaw,Sr. VP of Communications,NA
CTC-A,Mr. John D. Salt,Sr. VP of Supply Chain,NA
CTC-A,Mr. Robert  Mongeau,Sr. VP of Real Estate,NA
CTS,Mr. Shaun Peter Maine,CEO & Director,NA
CTS,Mr. Greg  Berard,Pres & North American CEO,NA
CTS,Mr. Cory  Reid,COO & Chief Information Officer,NA
CTS,Ms. Julianne  Belaga,Chief Legal Officer,NA
CTS,Mr. Richard A. Lecoutre,Global Chief Financial Officer,NA
CTS,Mr. Don  Cuthbertson,CTO & Pres of Canada,NA
CTS,Ms. Karie  Timion,VP of Marketing,NA
CTS,Ms. Rhonda  Hanes,VP of People Operations,NA
CTS,Mr. Tommy  Whatley,Exec. VP of Services & Vendor Alliances,NA
CTS,Ms. Cari  Hash,Sr. VP of Enterprise Sales,NA
CTX,"Mr. Serge  Verreault B.A., M.B.A.",Pres & CEO,NA
CTX,"Mr. Jose  DaRocha C.A., CPA",Chief Financial Officer,NA
CTX,Mr. Francois  Lafortune,Exec. VP & GM,NA
CTX,Dominic  King-Smith,VP of Bus. Devel.,NA
CU,Ms. Nancy C. Southern,Exec. Chair & CEO,1957
CU,Mr. Brian P. Shkrobot,Exec. VP & CFO,1973
CU,Mr. Robert J. Myles,Exec. VP of Corp. Devel.,1965
CU,Ms. Rebecca A. Penrice,Exec. VP of Corp. Services,1975
CU,Mr. Marshall F. Wilmot,Pres of Retail & Chief Digital Officer,1962
CU,Ms. Sarah J. Shortreed,Exec. VP & CTO,NA
CU,Mr. Alan M. Skiffington,VP & Chief Information Officer,NA
CU,Mr. Myles  Dougan,Director of Investor Relations & External Reporting,NA
CU,Mr. Kurt  Kadatz,Sr. Communications Mang.,NA
CU,Mr. Deanna M. Girard,VP of HR,NA
CU-PE,Ms. Nancy C. Southern,Exec. Chair & CEO,1957
CU-PE,Mr. Brian P. Shkrobot,Exec. VP & CFO,1973
CU-PE,Mr. Robert J. Myles,Exec. VP of Corp. Devel.,1965
CU-PE,Ms. Rebecca A. Penrice,Exec. VP of Corp. Services,1975
CU-PE,Mr. Marshall F. Wilmot,Pres of Retail & Chief Digital Officer,1962
CU-PE,Ms. Sarah J. Shortreed,Exec. VP & CTO,NA
CU-PE,Mr. Alan M. Skiffington,VP & Chief Information Officer,NA
CU-PE,Mr. Myles  Dougan,Director of Investor Relations & External Reporting,NA
CU-PE,Mr. Kurt  Kadatz,Sr. Communications Mang.,NA
CU-PE,Mr. Deanna M. Girard,VP of HR,NA
CU-PF,Ms. Nancy C. Southern,Exec. Chair & CEO,1957
CU-PF,Mr. Brian P. Shkrobot,Exec. VP & CFO,1973
CU-PF,Mr. Robert J. Myles,Exec. VP of Corp. Devel.,1965
CU-PF,Ms. Rebecca A. Penrice,Exec. VP of Corp. Services,1975
CU-PF,Mr. Marshall F. Wilmot,Pres of Retail & Chief Digital Officer,1962
CU-PF,Ms. Sarah J. Shortreed,Exec. VP & CTO,NA
CU-PF,Mr. Alan M. Skiffington,VP & Chief Information Officer,NA
CU-PF,Mr. Myles  Dougan,Director of Investor Relations & External Reporting,NA
CU-PF,Mr. Kurt  Kadatz,Sr. Communications Mang.,NA
CU-PF,Mr. Deanna M. Girard,VP of HR,NA
CU-PH,Ms. Nancy C. Southern,Exec. Chair & CEO,1957
CU-PH,Mr. Brian P. Shkrobot,Exec. VP & CFO,1973
CU-PH,Mr. Robert J. Myles,Exec. VP of Corp. Devel.,1965
CU-PH,Ms. Rebecca A. Penrice,Exec. VP of Corp. Services,1975
CU-PH,Mr. Marshall F. Wilmot,Pres of Retail & Chief Digital Officer,1962
CU-PH,Ms. Sarah J. Shortreed,Exec. VP & CTO,NA
CU-PH,Mr. Alan M. Skiffington,VP & Chief Information Officer,NA
CU-PH,Mr. Myles  Dougan,Director of Investor Relations & External Reporting,NA
CU-PH,Mr. Kurt  Kadatz,Sr. Communications Mang.,NA
CU-PH,Mr. Deanna M. Girard,VP of HR,NA
CU-PI,Ms. Nancy C. Southern,Exec. Chair & CEO,1957
CU-PI,Mr. Brian P. Shkrobot,Exec. VP & CFO,1973
CU-PI,Mr. Robert J. Myles,Exec. VP of Corp. Devel.,1965
CU-PI,Ms. Rebecca A. Penrice,Exec. VP of Corp. Services,1975
CU-PI,Mr. Marshall F. Wilmot,Pres of Retail & Chief Digital Officer,1962
CU-PI,Ms. Sarah J. Shortreed,Exec. VP & CTO,NA
CU-PI,Mr. Alan M. Skiffington,VP & Chief Information Officer,NA
CU-PI,Mr. Myles  Dougan,Director of Investor Relations & External Reporting,NA
CU-PI,Mr. Kurt  Kadatz,Sr. Communications Mang.,NA
CU-PI,Mr. Deanna M. Girard,VP of HR,NA
CU-X,Ms. Nancy C. Southern,Exec. Chair & CEO,1957
CU-X,Mr. Brian P. Shkrobot,Exec. VP & CFO,1973
CU-X,Mr. Robert J. Myles,Exec. VP of Corp. Devel.,1965
CU-X,Ms. Rebecca A. Penrice,Exec. VP of Corp. Services,1975
CU-X,Mr. Marshall F. Wilmot,Pres of Retail & Chief Digital Officer,1962
CU-X,Ms. Sarah J. Shortreed,Exec. VP & CTO,NA
CU-X,Mr. Alan M. Skiffington,VP & Chief Information Officer,NA
CU-X,Mr. Myles  Dougan,Director of Investor Relations & External Reporting,NA
CU-X,Mr. Kurt  Kadatz,Sr. Communications Mang.,NA
CU-X,Mr. Deanna M. Girard,VP of HR,NA
CUB,Mr. John Hendrik De Jonge,Interim CEO & Pres,NA
CUB,Mr. Carlos K. H. Yam,Chief Financial Officer,NA
CUB,Andrea  Magee,Communications Mang.,NA
CUB,Ms. Jo-Ann  Ostermann,Chief Customer Officer,NA
CUB,Ms. Amanda  van Tilborg,VP of HR,NA
CUB,Mr. Dino  Accili,Chief Revenue Officer,NA
CUP-U,Mr. J. F. Richard Hew,"Pres, CEO & Director",1965
CUP-U,Ms. Letitia T. Lawrence,"VP of Fin., Corp. Services & CFO",NA
CUP-U,Mr. David C. Watler,VP of Operations,NA
CUP-U,Mr. Sacha Nikolai Tibbetts,VP of Customer Services & Technology,NA
CUP-U,Claire  Stafford,Compliance Officer & Corp. Sec.,NA
CUP-U,Ms. Tania M. Ebanks,"Mang., HR",NA
CVE,Mr. Alexander J. Pourbaix,"CEO, Pres & Director",1966
CVE,Mr. Jeffrey Ryan Hart,Exec. VP & CFO,NA
CVE,Mr. Jonathan M. McKenzie,Exec. VP & COO,1968
CVE,Mr. Joseph Drew Zieglgansberger,Exec. VP of Natural Gas & Technical Services,NA
CVE,Mr. Keith A. Chiasson,Exec. VP of Downstream,NA
CVE,Ms. Sherry A. Wendt,Director of Investor Relations,NA
CVE,Mr. Gary Frederick Molnar,"Sr. VP of Legal, Gen. Counsel & Corp. Sec.",NA
CVE,Mr. Kam S. Sandhar CA,Exec. VP of Strategy & Corp. Devel.,NA
CVE,Ms. Susan  Anderson,Sr. Vice-Pres of People Services,NA
CVE,Mr. Alan Craig Reid,Advisor,NA
CVE-PA,Mr. Alexander J. Pourbaix,"CEO, Pres & Director",1966
CVE-PA,Mr. Jeffrey Ryan Hart,Exec. VP & CFO,NA
CVE-PA,Mr. Jonathan M. McKenzie,Exec. VP & COO,1968
CVE-PA,Mr. Joseph Drew Zieglgansberger,Exec. VP of Natural Gas & Technical Services,NA
CVE-PA,Mr. Keith A. Chiasson,Exec. VP of Downstream,NA
CVE-PA,Ms. Sherry A. Wendt,Director of Investor Relations,NA
CVE-PA,Mr. Gary Frederick Molnar,"Sr. VP of Legal, Gen. Counsel & Corp. Sec.",NA
CVE-PA,Mr. Kam S. Sandhar CA,Exec. VP of Strategy & Corp. Devel.,NA
CVE-PA,Ms. Susan  Anderson,Sr. Vice-Pres of People Services,NA
CVE-PA,Mr. Alan Craig Reid,Advisor,NA
CVE-PB,Mr. Alexander J. Pourbaix,"CEO, Pres & Director",1966
CVE-PB,Mr. Jeffrey Ryan Hart,Exec. VP & CFO,NA
CVE-PB,Mr. Jonathan M. McKenzie,Exec. VP & COO,1968
CVE-PB,Mr. Joseph Drew Zieglgansberger,Exec. VP of Natural Gas & Technical Services,NA
CVE-PB,Mr. Keith A. Chiasson,Exec. VP of Downstream,NA
CVE-PB,Ms. Sherry A. Wendt,Director of Investor Relations,NA
CVE-PB,Mr. Gary Frederick Molnar,"Sr. VP of Legal, Gen. Counsel & Corp. Sec.",NA
CVE-PB,Mr. Kam S. Sandhar CA,Exec. VP of Strategy & Corp. Devel.,NA
CVE-PB,Ms. Susan  Anderson,Sr. Vice-Pres of People Services,NA
CVE-PB,Mr. Alan Craig Reid,Advisor,NA
CVE-PC,Mr. Alexander J. Pourbaix,"CEO, Pres & Director",1966
CVE-PC,Mr. Jeffrey Ryan Hart,Exec. VP & CFO,NA
CVE-PC,Mr. Jonathan M. McKenzie,Exec. VP & COO,1968
CVE-PC,Mr. Joseph Drew Zieglgansberger,Exec. VP of Natural Gas & Technical Services,NA
CVE-PC,Mr. Keith A. Chiasson,Exec. VP of Downstream,NA
CVE-PC,Ms. Sherry A. Wendt,Director of Investor Relations,NA
CVE-PC,Mr. Gary Frederick Molnar,"Sr. VP of Legal, Gen. Counsel & Corp. Sec.",NA
CVE-PC,Mr. Kam S. Sandhar CA,Exec. VP of Strategy & Corp. Devel.,NA
CVE-PC,Ms. Susan  Anderson,Sr. Vice-Pres of People Services,NA
CVE-PC,Mr. Alan Craig Reid,Advisor,NA
CVE-PE,Mr. Alexander J. Pourbaix,"CEO, Pres & Director",1966
CVE-PE,Mr. Jeffrey Ryan Hart,Exec. VP & CFO,NA
CVE-PE,Mr. Jonathan M. McKenzie,Exec. VP & COO,1968
CVE-PE,Mr. Joseph Drew Zieglgansberger,Exec. VP of Natural Gas & Technical Services,NA
CVE-PE,Mr. Keith A. Chiasson,Exec. VP of Downstream,NA
CVE-PE,Ms. Sherry A. Wendt,Director of Investor Relations,NA
CVE-PE,Mr. Gary Frederick Molnar,"Sr. VP of Legal, Gen. Counsel & Corp. Sec.",NA
CVE-PE,Mr. Kam S. Sandhar CA,Exec. VP of Strategy & Corp. Devel.,NA
CVE-PE,Ms. Susan  Anderson,Sr. Vice-Pres of People Services,NA
CVE-PE,Mr. Alan Craig Reid,Advisor,NA
CVE-PG,Mr. Alexander J. Pourbaix,"CEO, Pres & Director",1966
CVE-PG,Mr. Jeffrey Ryan Hart,Exec. VP & CFO,NA
CVE-PG,Mr. Jonathan M. McKenzie,Exec. VP & COO,1968
CVE-PG,Mr. Joseph Drew Zieglgansberger,Exec. VP of Natural Gas & Technical Services,NA
CVE-PG,Mr. Keith A. Chiasson,Exec. VP of Downstream,NA
CVE-PG,Ms. Sherry A. Wendt,Director of Investor Relations,NA
CVE-PG,Mr. Gary Frederick Molnar,"Sr. VP of Legal, Gen. Counsel & Corp. Sec.",NA
CVE-PG,Mr. Kam S. Sandhar CA,Exec. VP of Strategy & Corp. Devel.,NA
CVE-PG,Ms. Susan  Anderson,Sr. Vice-Pres of People Services,NA
CVE-PG,Mr. Alan Craig Reid,Advisor,NA
CVG,Mr. Kenneth Brice Rotman,"CEO, MD & Director",NA
CVG,Mr. Jeffrey B. Parr,MD & Vice Chairman,NA
CVG,Mr. Michael Adam Wagman,"Pres, MD & Director",1972
CVG,"Mr. Daniel  Cheng C.F.A., CFA",Chief Financial Officer & Partner,NA
CVG,Mr. James H. Miller,"Partner, Gen. Counsel & Corp. Sec.",NA
CVG,Ms. Stephanie  Lo,Mang. of Investor Relations & Marketing,NA
CVG,Mr. Mitchell S. Green,Managing Director,NA
CVG,Mr. Michael  Castellarin,Managing Director,NA
CVG,Mr. Sebastien  Dhonte,Managing Director,NA
CVG,Mr. Robert  Isenberg,Managing Director,1982
CWB,Mr. Christopher H. Fowler M.A.,"Pres, CEO & Director",1960
CWB,"Mr. Robin Matthew Rudd C.A., CPA",Chief Financial Officer,NA
CWB,Ms. Kelly S. Blackett,Chief People & Culture Officer,NA
CWB,Mr. Stephen H. E. Murphy M.B.A.,"Group Head of Commercial, Personal & Wealth",NA
CWB,Mr. Vladimir  Ahmad,Sr. VP of Operations & Bus. Transformation,NA
CWB,Mr. Azfar  Karimuddin M.B.A.,Chief Information Officer,NA
CWB,Mr. Patrick  Gallagher,VP of Strategy & Investor Relations,NA
CWB,David Robert Parkatti,"VP, Acting Gen. Counsel & Corp. Sec.",NA
CWB,Ms. Monique M. Petrin Nicholson,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
CWB,Angela  Saveraux M.B.A.,Assistant VP of Marketing & PR,NA
CWB-PB,Mr. Christopher H. Fowler M.A.,"Pres, CEO & Director",1960
CWB-PB,"Mr. Robin Matthew Rudd C.A., CPA",Chief Financial Officer,NA
CWB-PB,Ms. Kelly S. Blackett,Chief People & Culture Officer,NA
CWB-PB,Mr. Stephen H. E. Murphy M.B.A.,"Group Head of Commercial, Personal & Wealth",NA
CWB-PB,Mr. Vladimir  Ahmad,Sr. VP of Operations & Bus. Transformation,NA
CWB-PB,Mr. Azfar  Karimuddin M.B.A.,Chief Information Officer,NA
CWB-PB,Mr. Patrick  Gallagher,VP of Strategy & Investor Relations,NA
CWB-PB,David Robert Parkatti,"VP, Acting Gen. Counsel & Corp. Sec.",NA
CWB-PB,Ms. Monique M. Petrin Nicholson,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
CWB-PB,Angela  Saveraux M.B.A.,Assistant VP of Marketing & PR,NA
CWB-PD,Mr. Christopher H. Fowler M.A.,"Pres, CEO & Director",1960
CWB-PD,"Mr. Robin Matthew Rudd C.A., CPA",Chief Financial Officer,NA
CWB-PD,Ms. Kelly S. Blackett,Chief People & Culture Officer,NA
CWB-PD,Mr. Stephen H. E. Murphy M.B.A.,"Group Head of Commercial, Personal & Wealth",NA
CWB-PD,Mr. Vladimir  Ahmad,Sr. VP of Operations & Bus. Transformation,NA
CWB-PD,Mr. Azfar  Karimuddin M.B.A.,Chief Information Officer,NA
CWB-PD,Mr. Patrick  Gallagher,VP of Strategy & Investor Relations,NA
CWB-PD,David Robert Parkatti,"VP, Acting Gen. Counsel & Corp. Sec.",NA
CWB-PD,Ms. Monique M. Petrin Nicholson,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
CWB-PD,Angela  Saveraux M.B.A.,Assistant VP of Marketing & PR,NA
CWEB,Mr. Jacques  Tortoroli,"CEO, Pres & Director",1959
CWEB,Mr. Jared  Stanley,Co-Founder & COO,1988
CWEB,Mr. Greg  Gould,CFO & Chief Admin. Officer,NA
CWEB,Mr. Andres  de Gortari,Chief Accounting Officer,1976
CWEB,Cory  Pala,Director of Investor Relations,NA
CWEB,Mr. Stephen David Rogers,"Sr. VP, Gen. Counsel & ?Corp. Sec..",1966
CWEB,Ms. Kelly  Shea,Sr. VP of Gov. Affairs & Corp. Communications,NA
CWEB,Mr. Richard L. Mohr,Advisor,1960
CWEB,Mr. Tim  Orr,Sr. VP of Innovation,NA
CWEB,Mr. Perry  Antelman,Exec. VP & Pres of Topicals,1964
CWL,Mr. John N. Wallace,CEO & Director,1954
CWL,"Mr. C. Christopher Beck CPA, CPA","Pres, CFO Investor Relations & Director",NA
CWL,Ms. Caroline  Lomot,Director of Marketing,NA
CWL,Ms. Pamela  Cioffi,Director of Talent & Knowledge Management,NA
CWL,Mr. David  Windley,Director & Pres of IQTalent Partners Inc.,1964
CWL,"Mr. Michael R. J. Falagario C.F.A., CPA",VP of Fin. & Corp. Sec.,NA
